AO-nr.;AO-type;Oppgave/feilbeskrivelse;Reg.nr.;Utstyrsgruppe;Modell;Seneste PV;Neste PV;Oppdatert;Oppdatert av Sign;Reg. dato;Ferdig;Sign;Teknisk beskrivelse;Plassering (utstyr);Gruppe;Kundekode;Kunde;Sak;Kundetekst;Totalt;Nedetid;Plassering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST210733;Normal/Akutt;service ;018005;Anestesi, arbeidsstasjon, ordinær;1011-9050-000;30.07.2024;15.06.2025;;;15.04.2021;15.04.2021;Benoit Nikunze Bicenene (nbenoi);Periodisk vedlikehold utfært av Ge i januar 2021;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;115114;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST210734;Normal/Akutt;servivce ;017936;Anestesi, arbeidsstasjon, ordinær;1011-9050-000;30.07.2024;15.06.2025;;;15.04.2021;15.04.2021;Benoit Nikunze Bicenene (nbenoi);Service er utført av GE i Januar 2021;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;115114;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST210735;Normal/Akutt;service ;018011;Anestesi, arbeidsstasjon, ordinær;1011-9050-000;30.07.2024;15.06.2025;;;15.04.2021;15.04.2021;Benoit Nikunze Bicenene (nbenoi);Service utført av GE i januar 2021;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;115114;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST210737;Normal/Akutt;service årlig ;018020;Anestesi, arbeidsstasjon, ordinær;1011-9050-000;30.07.2024;15.06.2025;;;15.04.2021;15.04.2021;Benoit Nikunze Bicenene (nbenoi);Service er utført av GE i Januar 2021;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;115114;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST210738;Normal/Akutt;Service ;017920;Anestesi, arbeidsstasjon, ordinær;1011-9050-000;31.07.2024;15.06.2026;;;15.04.2021;15.04.2021;Benoit Nikunze Bicenene (nbenoi);Service utført av Ge i Januar 2021;"Anestesi DK ; Dagkirurgi Hillevåg ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114291;"Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Dagkirurgi Hillevåg ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST210739;Normal/Akutt;service ;018035;Anestesi, arbeidsstasjon, ordinær;1011-9050-000;30.07.2024;15.06.2025;;;15.04.2021;15.04.2021;Benoit Nikunze Bicenene (nbenoi);service utført av GE i Januar 2021;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST210740;Normal/Akutt;service ;018026;Anestesi, arbeidsstasjon, ordinær;1011-9050-000;30.07.2024;15.06.2025;;;15.04.2021;15.04.2021;Benoit Nikunze Bicenene (nbenoi);service utført av GE i Januar 2021;"Operasjon Øye ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;115114;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST210741;Normal/Akutt;service ;018014;Anestesi, arbeidsstasjon, ordinær;1011-9050-000;29.08.2023;15.06.2024;;;15.04.2021;15.04.2021;Benoit Nikunze Bicenene (nbenoi);sercvice utført av GE i januar 2021;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;115114;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST210742;Normal/Akutt;service ;017923;Anestesi, arbeidsstasjon, ordinær;1011-9050-000;30.07.2024;15.06.2025;;;15.04.2021;15.04.2021;Benoit Nikunze Bicenene (nbenoi);service utført av GE i Januar 2021;"Anestesi DK ; Dagkirurgi Hillevåg ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;4204466;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Dagkirurgi Hillevåg ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST210744;Normal/Akutt;service ;017929;Anestesi, arbeidsstasjon, ordinær;1011-9050-000;30.07.2024;15.06.2025;;;15.04.2021;15.04.2021;Benoit Nikunze Bicenene (nbenoi);service utført av ge i  januar 2021;"Dagkirurgi Hillevåg ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;4204466;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Dagkirurgi Hillevåg ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST210745;Normal/Akutt;service ;017964;Anestesi, arbeidsstasjon, ordinær;1011-9050-000;31.07.2024;15.06.2025;;;15.04.2021;15.04.2021;Benoit Nikunze Bicenene (nbenoi);service utført av ge i  januar 2021 ;"Dagkirurgi SYD ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST210746;Normal/Akutt;service  ;018023;Anestesi, arbeidsstasjon, ordinær;1011-9050-000;30.07.2024;15.06.2025;;;15.04.2021;15.04.2021;Benoit Nikunze Bicenene (nbenoi);Service utført av ge i januar 2021;"Operasjon Øye ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;115114;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST210747;Normal/Akutt;service ;017913;Anestesi, arbeidsstasjon, ordinær;1011-9050-000;30.07.2024;15.06.2025;;;15.04.2021;15.04.2021;Benoit Nikunze Bicenene (nbenoi);service utført av ge i januar 2021;"Anestesi DK ; Dagkirurgi Hillevåg ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114291;"Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Dagkirurgi Hillevåg ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST210748;Normal/Akutt;service ;017926;Anestesi, arbeidsstasjon, ordinær;1011-9050-000;30.07.2024;15.06.2025;;;15.04.2021;15.04.2021;Benoit Nikunze Bicenene (nbenoi);service utført av ge i januar 2021;"Anestesi DK ; Dagkirurgi Hillevåg ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;4204466;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Dagkirurgi Hillevåg ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST210749;Normal/Akutt;service ;017973;Anestesi, arbeidsstasjon, ordinær;1011-9050-000;30.07.2024;15.06.2025;;;15.04.2021;15.04.2021;Benoit Nikunze Bicenene (nbenoi);service er utført av GE i januar 2021;"Nevro/ØNH MR ; Sjefradiograf ; Avdeling for radiologi ; Klinikk for Medisinsk service og ABK ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST210750;Normal/Akutt;service ;017970;Anestesi, arbeidsstasjon, ordinær;1011-9050-000;31.07.2024;15.06.2025;;;15.04.2021;15.04.2021;Benoit Nikunze Bicenene (nbenoi);service utført av ge i januar 2021;"Dagkirurgi SYD ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST210751;Normal/Akutt;service ;017967;Anestesi, arbeidsstasjon, ordinær;1011-9050-000;31.07.2024;15.06.2025;;;15.04.2021;15.04.2021;Benoit Nikunze Bicenene (nbenoi);periodisk vedlikehold utført av ge i januar 2021;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST210752;Normal/Akutt;service ;017916;Anestesi, arbeidsstasjon, ordinær;1011-9050-000;29.08.2023;15.06.2024;;;15.04.2021;15.04.2021;Benoit Nikunze Bicenene (nbenoi);service utført av ge i januar 2021;"Anestesi DK ; Dagkirurgi Hillevåg ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;4204466;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Dagkirurgi Hillevåg ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST210805;Normal/Akutt;KOMMER MELDING OM VOLUM MISMATCH.. LOGGEN ER SENDT TIL GE;017920;Anestesi, arbeidsstasjon, ordinær;1011-9050-000;31.07.2024;15.06.2026;;Benoit Nikunze Bicenene (nbenoi);23.04.2021;15.06.2021;Benoit Nikunze Bicenene (nbenoi);Loggene er blitt analysert av GE og det er ikke funnet noe feil. Se mer forklaringen i vedleg/dokument;"Anestesi DK ; Dagkirurgi Hillevåg ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114291;"Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Dagkirurgi Hillevåg ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
842373;Normal/Akutt;vaklende skjermen på maskinen.. Den er bøyd klarer ikke å stå rett;018008;Anestesi, arbeidsstasjon, ordinær;1011-9050-000;30.07.2024;15.06.2025;;Benoit Nikunze Bicenene (nbenoi);20.05.2021;20.05.2021;Benoit Nikunze Bicenene (nbenoi);En justering er utført. Nå står den i posisjon man vil;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;115114;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;500,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
842495;Normal/Akutt;Skulle starte ventilering av pasient men så kom melding om flowsesor., den forsvant fort men maskinen nekter å gi luft / å ventilere.;018023;Anestesi, arbeidsstasjon, ordinær;1011-9050-000;30.07.2024;15.06.2025;;Benoit Nikunze Bicenene (nbenoi);26.05.2021;26.05.2021;Benoit Nikunze Bicenene (nbenoi);Mulig problem med flowsensorer. Flowsensorene er bytte ut med nye;"Operasjon Øye ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;115114;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;1 500,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
842496;Normal/Akutt;Det kommer feil melding om flowsensor feil og maskinen stopper og vil ikke ventilere;018026;Anestesi, arbeidsstasjon, ordinær;1011-9050-000;30.07.2024;15.06.2025;;Benoit Nikunze Bicenene (nbenoi);26.05.2021;26.05.2021;Benoit Nikunze Bicenene (nbenoi);Problem med flowsesorene som muligens er modne for utskiftning;"Operasjon Øye ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;115114;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;1 500,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
842724;Normal/Akutt;;017996;Anestesi, arbeidsstasjon, ordinær;1011-9050-000;30.07.2024;15.06.2025;;Benoit Nikunze Bicenene (nbenoi);04.06.2021;04.06.2021;Benoit Nikunze Bicenene (nbenoi);PV utført av GE i januar 2021. Se vedlegg;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;115114;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
842988;Normal/Akutt;Det meldes inn om at under operasjon kom det melding om flowsesor bytte. De byttet dem og etter det fungerte maskinen fint igjen .;016612;Anestesi, arbeidsstasjon, ordinær;1011-9050-000;30.07.2024;15.06.2025;;Benoit Nikunze Bicenene (nbenoi);04.06.2021;15.06.2021;Benoit Nikunze Bicenene (nbenoi);Var der og undersøkte maskinen men det er ikke funnet noe feil. Loggen som ble tatt fra maskinen viser ikke heller noe feil. Da antar jeg at det var flowsesor som gjorde det. Maskinen har vært drift nå i over 10 dager og har ikke hørt noe meld feil . Saken er lukket;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
843573;Normal/Akutt;Det kommer opp feilmelding i gult om : Innstilt alt O2 flow. AG-levering av;016572;Anestesi, arbeidsstasjon, ordinær;1011-9050-000;31.07.2024;15.06.2025;;Benoit Nikunze Bicenene (nbenoi);13.07.2021;14.09.2021;Benoit Nikunze Bicenene (nbenoi);Maskinen ble reparert av unitronic. Bytet alternativ O2 ventil. Se rapport. i vedlegg;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;Det er skiftet ut gass solanoid ventil.. venter på service rapport.;0,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
844579;Normal/Akutt;Ble oppringte for anestesi lege mente at maskinen plutselig mistet kraft og bølgen gikk ikke opp selv om han prøvde å fylle med nok gass ibelge.;016607;Anestesi, arbeidsstasjon, ordinær;1011-9050-000;30.07.2024;15.06.2025;;Benoit Nikunze Bicenene (nbenoi);01.09.2021;06.09.2021;Benoit Nikunze Bicenene (nbenoi);Var der å se på og maskinen var i bruk og pasienten under kasus og maskinen virket fint og var ikke noe problem. Spurte leggen om det kom noe alarm da det skjedde men han sa nei. Logene viser ikke noe feil på maskinen.  Og maskinen har vært i bruk siden og har ikke fått noe klage. Saken lukkes;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;Det han gjorde etter var det å forsikre seg om at bølgen lokk var satt på skikkelig og den gjorde ikke før det.;0,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
844695;Normal/Akutt;Under kasus plutslig viser maskinen kraft og bølgen drives ikke opp igjen. Stoppet maskinen og startet den igjen men da gikk det fikk og hele operasjon ble fullført uten problem. De husker ikke å ha fått feil melding på skjermen;017929;Anestesi, arbeidsstasjon, ordinær;1011-9050-000;30.07.2024;15.06.2025;;Benoit Nikunze Bicenene (nbenoi);09.09.2021;09.09.2021;Benoit Nikunze Bicenene (nbenoi);Maskinen er undersøkt i form av å se i loggen. Og i loggen står det melding om å sjekke flowsensor. Den kom der rundt 0834 når de holdte på med pasient. Erfaring viser at når sånn meldingen kommer gjerne glimtvis så stopper maskinen med å drive bølgen og det har skjedd tidligere på de andre maskinene. Det vi gjorde i første omgang var å bytte ut flowsensorene med nye. Maskinen ble da testet og var i orden. Og kasus med ny pasient gikk fint. Skulle feilen oppstå igjen så må vi se om vi går til punkt 2 av feilsøkingen.;"Dagkirurgi Hillevåg ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;4204466;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;500,00;0,00;"Dagkirurgi Hillevåg ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
844812;Normal/Akutt;Det meldes om at maskinen klarer ikke lekkasje testet selv om det har blitt bytte av pasientblokka og slange;016612;Anestesi, arbeidsstasjon, ordinær;1011-9050-000;30.07.2024;15.06.2025;;Benoit Nikunze Bicenene (nbenoi);14.09.2021;14.09.2021;Benoit Nikunze Bicenene (nbenoi);Testen viser feil Prøvde 2 forskjellige pasientblokkene men hjulpet ikke. Prøvde nye slange og kalk men samme problem. Til slutt var det koblingslange til Gassmodulen som muligens ikke var satt på skikkelig og korrekt. Etter det fungerte maskinen fint og som den skal . Maskinen settes i drift igjen.;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;500,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
845040;Normal/Akutt;Det meldes at under operasjon mister maskinen plutselig trykk og bølgen faller ned. Ingen alarm vises. Dette skjer når flow skrues ned til 0.5L.  Da jobber belgen midt og går ikke opp, det kommer ingen alarm. Flow sesorerne var byttet ut med nye. Men når flow skrues opp så går belgen opp og fungerer som normalt.;017929;Anestesi, arbeidsstasjon, ordinær;1011-9050-000;30.07.2024;15.06.2025;;Benoit Nikunze Bicenene (nbenoi);22.09.2021;23.09.2021;Benoit Nikunze Bicenene (nbenoi);Det var ikke noe feil;"Dagkirurgi Hillevåg ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;4204466;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;loggene er sendt til GE for å se hva de sier.;0,00;0,00;"Dagkirurgi Hillevåg ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
846130;Normal/Akutt;"Hadde vekket pasient fra narkose på stue 5. Pasienten var selvpustende, men vi hadde på henne maske med høy oksygen og flow for å se at hun pustet godt nok. Så kom en pipelyd fra apparatet, vi oppfattet ingen feilmelding og plutselig gikk ventilatorskjermen i svart og vi fikk ingen flow fra apparatet. Etter ca ett minutt slo skjermen seg på av seg selv. Det kom opp første ett bilde med mye tekst, deretter 2 ulike bilder med noen figurer og tekst på. Så kom det vanlige ventilatorbildet opp. Da sto det en melding i v. hjørne som sa at skjermen var restartet og at vi måtte sjekke innstillinger. HOJG : MTI ble kontaktet, og man ble bedt om å utføre en restart og full sjekk. Om dette var OK godkjente MTI anestesiapparatet for videre drift.
Vellykket test utført - og apparat klarert for videre bruk
MTI henter ut logg fra apparat";016621;Anestesi, arbeidsstasjon, ordinær;1011-9050-000;31.07.2024;15.06.2025;;Benoit Nikunze Bicenene (nbenoi);28.10.2021;28.10.2021;Benoit Nikunze Bicenene (nbenoi);"I teknisk log fra maskinen er det funnet at skjermen på anestesi maskin restartet seg under kasus på grunn av likestrøm(DC) til frontpanel på skjermen var utenfor grense som førte til kommunikasjons tap mellom anestesimaskin og skjermen.Systemet setter da skjermen i en gjennopretting modus for å prøve å selvfikse problemet. Mens skjermdatamaskinen starter på nytt, vises en rekke meldinger på skjermen
tilsvarende omstartstiden (<60s, <30s, <15s). Etter vellykket omstart, vil
skjermdatamaskinen mottar de lagrede innstillingene fra anestesidatamaskinen (inkludert
pasientdataene) og systemet gjenopptar kasus ventilasjon . Igjen under den prosessen hvis maskinen var satt på vent. fortsetter anestesiapparat å ventilere og levere blandet gass midler som vanlig med de siste skjente innstillingene. 
Etter restart kommer det : Middels prioritet alarmmelding, Skjerm startet på nytt. Sjekk innstillinger., vises på skjermen og registreres i teknisk log.Ved å trykke på Lydpause-knappen degraderes alarmen til lav prioritet og for å fjerne den helt ,avslutt kasus og start kasusen på nytt. I følge teknisk manual kreves det ikke noe tiltak akkurat nå men vi følger situasjonen nøye og skulle samme feilen dukker opp ofte på maskinen så vil vi se om vi kan bytte hovedkort i skjermen. Ellers har vi testet maskinen og den fungerer som den skal.";"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;500,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
847119;Normal/Akutt;under inngrep forsvant co2 kurver og andre data fra gassmodul og kom en alarm de ikke husker;017964;Anestesi, arbeidsstasjon, ordinær;1011-9050-000;31.07.2024;15.06.2025;;Benoit Nikunze Bicenene (nbenoi);26.11.2021;26.11.2021;Benoit Nikunze Bicenene (nbenoi);To ut og inn gassmodulen igjen . Etter det fungerte det fint . Teknisk log viser ingen feil på maskinen.;"Dagkirurgi SYD ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114393;"Dagkirurgi SYD ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Dagkirurgi SYD ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
847257;PV;PV i hht til servicemanual.  Utført av Dräger ved Jan Helge Bjerke.  Se mail med bekreftelse.;015845;Anestesi, arbeidsstasjon, ordinær;8607300;06.07.2021;;17.08.2022;Morten Ruud (rumo);01.06.2021;06.07.2021;Morten Ruud (rumo);;"Seksjon for kirurgisk arbeidsavdeling ; Anestesisykepleie ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Seksjon for kirurgisk arbeidsavdeling ; Anestesisykepleie ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
847701;Normal/Akutt;kommer melding om problem med D-fend under kasus og co2 kurven forsvinner;016617;Anestesi, arbeidsstasjon, ordinær;1011-9050-000;31.07.2024;15.06.2025;;Benoit Nikunze Bicenene (nbenoi);14.12.2021;14.12.2021;Benoit Nikunze Bicenene (nbenoi);Anestesi sykepleier har satt inn en ny D-fend. Meldingen forsvinner men kan fremdeles sees på skjermen med grå farge ting som er normal. De tar ut hele gassmodulen og inn igjen. Meldingen forsvinner. I følge dem kommer den tilbake når ny pasient er koblet. Har testet maskinen men var ikke noe feil i loggen. Testet gassmodulen , meldingen kom ikke tilbake. Ba dem å bruke maskinen igjen og skulle det skje igjen under kasus ringer de meg eventuelt om det skjer utenom åpningstid så bytter de gassmodul fra reserve apparatet.;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
848259;Normal/Akutt;Lekasje i krets og klarer ikke å finne ut den;016622;Anestesi, arbeidsstasjon, ordinær;1011-9050-000;31.07.2024;15.06.2025;;Benoit Nikunze Bicenene (nbenoi);10.01.2022;10.01.2022;Benoit Nikunze Bicenene (nbenoi);PLav lekkasje utført og i orden. Lekkasjen stammet fra kalk. NY kalk fikset problemet;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
