AO-nr.;AO-type;Oppgave/feilbeskrivelse;Reg.nr.;Utstyrsgruppe;Modell;Seneste PV;Neste PV;Oppdatert;Oppdatert av Sign;Reg. dato;Ferdig;Sign;Teknisk beskrivelse;Plassering (utstyr);Gruppe;Kundekode;Kunde;Sak;Kundetekst;Totalt;Nedetid;Plassering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
844093;Normal/Akutt;Får feilmelding E439! Må sendes til Olympus for reparasjon.;018923;Diatermi, universal, generator;ESG 300;08.03.2024;;;Cato Che Ho Mak (catmak);17.08.2021;02.09.2021;Cato Che Ho Mak (catmak);Hovedkort er defekt. Olympus har byttet med et nytt hovedkort, testet ok.;"Med. gastro poliklinikk ; Gastroseksjon ; Medisinsk avdeling ; Mottaksklinikken ; Helse Stavanger HF ; Helse Vest RHF";;114271;"Gastroenterologisk kirurgisk avdeling ; Klinikk for kirurgi, nevrologi og rehabilitering ; Helse Stavanger HF ; Helse Vest RHF";;Reparasjon er utført av leverandør, se vedlagte servicerapport;0,00;0,00;"Kirurgisk gastropol ; Gastroenterologisk kirurgisk avdeling ; Klinikk for kirurgi, nevrologi og rehabilitering ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
844229;Normal/Akutt;Flimrer/Ødelagt?;009350;Diatermi, universal, komplett;ME 402;01.02.2024;;;* Oliver Langvik VELAND (olivel);24.08.2021;24.08.2021;* Oliver Langvik VELAND (olivel);Tok ut kabel mellom hovedkort og skjerm. Satt denne tilbake. Fungerer fint nå;"RAD SYD Lab 02 ; Sjefradiograf ; Avdeling for radiologi ; Klinikk for Medisinsk service og ABK ; Helse Stavanger HF ; Helse Vest RHF";;114291;"Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;500,00;0,00;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
844691;Normal/Akutt;Skrur seg av;009578;Diatermi, universal, komplett;ME 402;28.02.2023;;;Cato Che Ho Mak (catmak);09.09.2021;09.09.2021;Cato Che Ho Mak (catmak);Strømuttak pinner til røykavsug er skittent. Det kan skape strømproblem til diatermi. Har rengjort pinnene og har utført EL.test. Alt er ok.;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114291;"Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;Skrur seg av under operasjon. Gikk over alle ledninger, virket litt til for så å skru seg av igjen (apparatet stod i ro).;0,00;0,00;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
844977;Normal/Akutt;Apparatet slår seg av og på under bruk.;005933;Diatermi, universal, komplett;10122-041;17.01.2024;22.02.2025;;Cato Che Ho Mak (catmak);21.09.2021;21.09.2021;Cato Che Ho Mak (catmak);Har byttet ut strømkabel med en rett plugg istedenfor vinklet plugg, for å hindre at den vil løsne ved trekk i kabel.;"Hudpoliklinikken ; Hudavdeling ; Klinikk for kirurgi, nevrologi og rehabilitering ; Helse Stavanger HF ; Helse Vest RHF";;105489;"Hudavdeling ; Klinikk for kirurgi, nevrologi og rehabilitering ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Hudpoliklinikken ; Hudavdeling ; Klinikk for kirurgi, nevrologi og rehabilitering ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
845169;Normal/Akutt;"Pasient har fått en liten støt under bruk. MTI har utført elektrisk sikkerhetstest og fant ingen feil. Apparatet skal sendes inn til Olympus for en ekstra sjekk/kontroll. Utlånsskjema for låneutstyr er vedlagt.
30.09.21: Låneutstyr har fått nr. 34376.";018923;Diatermi, universal, generator;ESG 300;08.03.2024;;;Cato Che Ho Mak (catmak);28.09.2021;16.02.2022;Cato Che Ho Mak (catmak);Utstyret har kommet tilbake, sjekket og testet, alt er ok.;"Med. gastro poliklinikk ; Gastroseksjon ; Medisinsk avdeling ; Mottaksklinikken ; Helse Stavanger HF ; Helse Vest RHF";;105478;"Med. gastro poliklinikk ; Gastroseksjon ; Medisinsk avdeling ; Mottaksklinikken ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Med. gastro poliklinikk ; Gastroseksjon ; Medisinsk avdeling ; Mottaksklinikken ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
845170;Normal/Akutt;"Pasient har fått en liten støt under bruk. MTI har utført elektrisk sikkerhetstest og fant ingen feil. Apparatet skal sendes inn til Olympus for en ekstra sjekk/kontroll. Utlånsskjema for låneutstyr er vedlagt.
30.09.21: Låneutstyr har fått nr. 34376.";018924;Diatermi, argonanriket, generator;APU-300;08.03.2024;;;Cato Che Ho Mak (catmak);28.09.2021;16.02.2022;Cato Che Ho Mak (catmak);Utstyret har kommet tilbake, sjekket og testet, alt er ok.;"Med. gastro poliklinikk ; Gastroseksjon ; Medisinsk avdeling ; Mottaksklinikken ; Helse Stavanger HF ; Helse Vest RHF";;105478;"Med. gastro poliklinikk ; Gastroseksjon ; Medisinsk avdeling ; Mottaksklinikken ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Med. gastro poliklinikk ; Gastroseksjon ; Medisinsk avdeling ; Mottaksklinikken ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
846455;Normal/Akutt;Error 390 melding.;017755;Diatermi, universal, komplett;ME 402 Maxium;21.02.2024;;;Cato Che Ho Mak (catmak);09.11.2021;23.02.2022;Cato Che Ho Mak (catmak);Har kalibrert DCM spenning fra 2.01 til 1.5v. Testet ok.;"Operasjon DK ; Dagkirurgi Hillevåg ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;4215921;"Operasjon DK ; Dagkirurgi Hillevåg ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Operasjon DK ; Dagkirurgi Hillevåg ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
847236;PV;FVH i henhold til produsentens anbefalinger;016968;Diatermi, universal, komplett;ESG-100;08.03.2024;;;Kirsti Edvardsen (kedvar);01.10.2021;13.10.2021;Bjarte Nærland (nebj);PV;"Med. gastro poliklinikk ; Gastroseksjon ; Medisinsk avdeling ; Mottaksklinikken ; Helse Stavanger HF ; Helse Vest RHF";;105478;"Med. gastro poliklinikk ; Gastroseksjon ; Medisinsk avdeling ; Mottaksklinikken ; Helse Stavanger HF ; Helse Vest RHF";;FVH utført av leverandør, se vedlagte servicerapport;0,00;0,00;"Med. gastro poliklinikk ; Gastroseksjon ; Medisinsk avdeling ; Mottaksklinikken ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
847503;Normal/Akutt;Apparatet skrur seg av og på uten at noen er i nærheten av det.;009575;Diatermi, universal, komplett;ME 402;15.02.2023;;;Cato Che Ho Mak (catmak);09.12.2021;09.12.2021;Cato Che Ho Mak (catmak);Etter feilsøking viser det seg at Power Management Kortet er defekt. Har byttet med et nytt kort, har utført el. sikkerhetstest og er testet ok.;"Avdeling for medisinsk teknologi og informatikk ; Klinikk for medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;114291;"Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
848480;PV;FVH i henhold til produsentens anbefalinger;014052;Diatermi, universal, komplett;ESG-100;12.10.2021;;;Kirsti Edvardsen (kedvar);01.10.2021;12.10.2021;Bjarte Nærland (nebj);PV;"Avdeling for medisinsk teknologi og informatikk ; Klinikk for medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;105478;"Med. gastro poliklinikk ; Gastroseksjon ; Medisinsk avdeling ; Mottaksklinikken ; Helse Stavanger HF ; Helse Vest RHF";;FVH er utført av leverandør, se vedlagte servicerapport;0,00;0,00;"Med. gastro poliklinikk ; Gastroseksjon ; Medisinsk avdeling ; Mottaksklinikken ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
848505;PV;FVH i henhold til produsentens anbefalinger;018927;Diatermi, universal, komplett;ESG-150;11.03.2024;;;Kirsti Edvardsen (kedvar);01.10.2021;12.10.2021;Cato Che Ho Mak (catmak);PV;"Med. gastro poliklinikk ; Gastroseksjon ; Medisinsk avdeling ; Mottaksklinikken ; Helse Stavanger HF ; Helse Vest RHF";;105478;"Med. gastro poliklinikk ; Gastroseksjon ; Medisinsk avdeling ; Mottaksklinikken ; Helse Stavanger HF ; Helse Vest RHF";;FVH er utført av leverandør, se vedlagte servicerapport;0,00;0,00;"Med. gastro poliklinikk ; Gastroseksjon ; Medisinsk avdeling ; Mottaksklinikken ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
848547;PV;FVH i henhold til produsentens anbefalinger;018209;Diatermi, universal, komplett;ESG-150;11.03.2024;;;Kirsti Edvardsen (kedvar);01.10.2021;12.10.2021;Cato Che Ho Mak (catmak);PV;"Med. gastro poliklinikk ; Gastroseksjon ; Medisinsk avdeling ; Mottaksklinikken ; Helse Stavanger HF ; Helse Vest RHF";;105478;"Med. gastro poliklinikk ; Gastroseksjon ; Medisinsk avdeling ; Mottaksklinikken ; Helse Stavanger HF ; Helse Vest RHF";;FVH er utført av leverandør, se vedlagte servicerapport;0,00;0,00;"Med. gastro poliklinikk ; Gastroseksjon ; Medisinsk avdeling ; Mottaksklinikken ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
848661;PV;"Tittel:
ERBE 10128-009 ICC 200
Beskrivelse:
Utfører Service og Vedlikehold på diatermi.";008479;Diatermi, universal, komplett;10128-009;25.01.2024;24.01.2025;;Cato Che Ho Mak (catmak);24.01.2022;24.01.2022;Cato Che Ho Mak (catmak);Service, Vedlikehold og El. sikkerhetstest er ferdig utført. Noen måleverdier er utenfor toleranser, men de har ingen konsekvenser for brukere. Servicerapport er vedlagt.;"Eigersund poliklinikk ; Medisinsk avdeling ; Mottaksklinikken ; Helse Stavanger HF ; Helse Vest RHF";;4204803;"Medisinsk avdeling ; Mottaksklinikken ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Eigersund poliklinikk ; Medisinsk avdeling ; Mottaksklinikken ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
848666;PV;FVH i henhold til produsentens anbefalinger;011451;Diatermi, universal, komplett;ESG-100;11.03.2024;;;Kirsti Edvardsen (kedvar);01.10.2021;12.10.2021;Cato Che Ho Mak (catmak);PV;"Med. gastro poliklinikk ; Gastroseksjon ; Medisinsk avdeling ; Mottaksklinikken ; Helse Stavanger HF ; Helse Vest RHF";;105478;"Med. gastro poliklinikk ; Gastroseksjon ; Medisinsk avdeling ; Mottaksklinikken ; Helse Stavanger HF ; Helse Vest RHF";;FVH er utført av leverandør, se vedlagte servicerapport med anbefaling om reparasjon;0,00;0,00;"Med. gastro poliklinikk ; Gastroseksjon ; Medisinsk avdeling ; Mottaksklinikken ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
848683;PV;FVH i henhold til produsentens anbefalinger;016917;Diatermi, universal, komplett;ESG-100;11.03.2024;;;Kirsti Edvardsen (kedvar);01.10.2021;12.10.2021;Cato Che Ho Mak (catmak);PV;"Med. gastro poliklinikk ; Gastroseksjon ; Medisinsk avdeling ; Mottaksklinikken ; Helse Stavanger HF ; Helse Vest RHF";;105478;"Med. gastro poliklinikk ; Gastroseksjon ; Medisinsk avdeling ; Mottaksklinikken ; Helse Stavanger HF ; Helse Vest RHF";;FVH er utført av leverandør, se vedlagte servicerapport;0,00;0,00;"Med. gastro poliklinikk ; Gastroseksjon ; Medisinsk avdeling ; Mottaksklinikken ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
848803;PV;"Tittel:
ERBE 10128-009 ICC 200
Beskrivelse:
Utfører Service og Vedlikehold på diatermi.";004702;Diatermi, universal, komplett;10128-009;18.01.2024;26.01.2025;08.02.2023;Cato Che Ho Mak (catmak);26.01.2022;26.01.2022;Cato Che Ho Mak (catmak);Service, vedlikehold og elektrisk sikkerhetstest er ferdig utført. 2 målepunkter var utenfor toleranse, men brukeren brukte ikke disse punkter, dermed har ikke medført noen konsekvenser. Servicerapport er vedlagt.;"Eigersund poliklinikk ; Medisinsk avdeling ; Mottaksklinikken ; Helse Stavanger HF ; Helse Vest RHF";;4204803;"Medisinsk avdeling ; Mottaksklinikken ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Eigersund poliklinikk ; Medisinsk avdeling ; Mottaksklinikken ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
848893;PV;FVH i henhold til produsentens anbefalinger;015908;Diatermi, universal, komplett;ESG-400;25.10.2021;;;Kirsti Edvardsen (kedvar);01.10.2021;25.10.2021;Cato Che Ho Mak (catmak);PV;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114291;"Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;FVH er utført av leverandør, se vedlagte servicerapport;0,00;0,00;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
848895;Normal/Akutt;Oppgradere ESG-400 til V12-A;015908;Diatermi, universal, komplett;ESG-400;25.10.2021;;;Kirsti Edvardsen (kedvar);25.10.2021;25.10.2021;Cato Che Ho Mak (catmak);;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114291;"Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;SW-oppdatering utført av leverandør, se vedlagte servicerapport;0,00;0,00;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
849075;PV;FVH;009556;Diatermi, universal, komplett;UES-40;26.10.2021;;;Kirsti Edvardsen (kedvar);01.10.2021;26.10.2021;Cato Che Ho Mak (catmak);PV;"KK operasjon ; Avdeling Kvinneklinikken ; Kvinne- og barneklinikken ; Helse Stavanger HF ; Helse Vest RHF";;4208581;"KK operasjon ; Avdeling Kvinneklinikken ; Kvinne- og barneklinikken ; Helse Stavanger HF ; Helse Vest RHF";;FVH er utført av leverandør, se vedlagte servicerapport;0,00;0,00;"KK operasjon ; Avdeling Kvinneklinikken ; Kvinne- og barneklinikken ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
849160;PV;FVH;009557;Diatermi, universal, komplett;UES-40;27.10.2021;;;Kirsti Edvardsen (kedvar);01.10.2021;27.10.2021;Cato Che Ho Mak (catmak);PV;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;4204466;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;FVH er utført av leverandør, se vedlagte servicerapport;0,00;0,00;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
849290;PV;FVH;015144;Diatermi, universal, komplett;ESG-400;02.07.2024;;;Kirsti Edvardsen (kedvar);01.10.2021;14.10.2021;Cato Che Ho Mak (catmak);PV;"Operasjon DK ; Dagkirurgi Hillevåg ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;4215921;"Operasjon DK ; Dagkirurgi Hillevåg ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;FVH er utført av leverandør, se vedlagte servicerapport.;0,00;0,00;"Operasjon DK ; Dagkirurgi Hillevåg ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
849291;Normal/Akutt;Oppdatering av SW;015144;Diatermi, universal, komplett;ESG-400;02.07.2024;;;Kirsti Edvardsen (kedvar);01.10.2021;14.10.2021;Cato Che Ho Mak (catmak);;"Operasjon DK ; Dagkirurgi Hillevåg ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;4215921;"Operasjon DK ; Dagkirurgi Hillevåg ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;SW-oppdatering er utført av leverandør, se vedlagte servicerapport.;0,00;0,00;"Operasjon DK ; Dagkirurgi Hillevåg ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
849356;PV;FVH i henhold til produsentens anbefalinger;009558;Diatermi, universal, komplett;UES-40;12.03.2024;;;Kirsti Edvardsen (kedvar);01.10.2021;14.10.2021;Cato Che Ho Mak (catmak);PV;"Operasjon DK ; Dagkirurgi Hillevåg ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;4215921;"Operasjon DK ; Dagkirurgi Hillevåg ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;FVH er utført av leverandør, se vedlagte servicerapport med anbefaling om reparasjon/kassasjon;0,00;0,00;"Operasjon DK ; Dagkirurgi Hillevåg ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
849756;PV;Årlig Diatermi service.;008987;Diatermi, universal, komplett;10122-101;29.01.2024;;;Cato Che Ho Mak (catmak);22.02.2022;22.02.2022;Cato Che Ho Mak (catmak);Service og Vedlikehold er ferdig utført, alt er ok. Servicerapport er vedlagt.;"Operasjon Øye ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;4204467;"Operasjon Øye ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Operasjon Øye ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
849759;PV;"Tittel:
Conmed 7-900-230 FVH
Beskrivelse:
Utfører Service og Vedlikehold på diatermi.";019614;Diatermi, universal, komplett;7-900-230;29.01.2024;22.02.2025;;Cato Che Ho Mak (catmak);22.02.2022;22.02.2022;Cato Che Ho Mak (catmak);Service og Vedlikehold er ferdig utført, alt er ok. Servicerapport er vedlagt.;"Operasjon Øye ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;4204467;"Operasjon Øye ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Operasjon Øye ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
849760;PV;"Tittel:
Erbe 10140-550 Vio 50 FVH
Beskrivelse:
Utfører Service og Vedlikehold på diatermi.";017073;Diatermi, universal, komplett;10140-550;29.01.2024;22.02.2025;;Cato Che Ho Mak (catmak);22.02.2022;22.02.2022;Cato Che Ho Mak (catmak);Service og Vedlikehold er ferdig utført, alt er ok. Servicerapport er vedlagt.;"Operasjon Øye ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;4204467;"Operasjon Øye ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Operasjon Øye ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
849761;PV;"Tittel:
ERBE 10122-041 ICC 50
Beskrivelse:
Utfører Service og Vedlikehold på diatermi.";005936;Diatermi, universal, komplett;10122-041;17.01.2024;22.02.2025;;Cato Che Ho Mak (catmak);22.02.2022;22.02.2022;Cato Che Ho Mak (catmak);Service og Vedlikehold er ferdig utført, alt er ok. Servicerapport er vedlagt.;"Hudpoliklinikken ; Hudavdeling ; Klinikk for kirurgi, nevrologi og rehabilitering ; Helse Stavanger HF ; Helse Vest RHF";;105490;"Hudpoliklinikken ; Hudavdeling ; Klinikk for kirurgi, nevrologi og rehabilitering ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Hudpoliklinikken ; Hudavdeling ; Klinikk for kirurgi, nevrologi og rehabilitering ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
849763;PV;"Tittel:
ERBE 10122-041 ICC 50
Beskrivelse:
Utfører Service og Vedlikehold på diatermi.";005933;Diatermi, universal, komplett;10122-041;17.01.2024;22.02.2025;;Cato Che Ho Mak (catmak);22.02.2022;22.02.2022;Cato Che Ho Mak (catmak);Service og Vedlikehold er ferdig utført, alt er ok. Servicerapport er vedlagt.;"Hudpoliklinikken ; Hudavdeling ; Klinikk for kirurgi, nevrologi og rehabilitering ; Helse Stavanger HF ; Helse Vest RHF";;105490;"Hudpoliklinikken ; Hudavdeling ; Klinikk for kirurgi, nevrologi og rehabilitering ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Hudpoliklinikken ; Hudavdeling ; Klinikk for kirurgi, nevrologi og rehabilitering ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
849780;PV;"Tittel:
Sutter Medizintechnik 360080-01 FVH
Beskrivelse:
Utfører Service og Vedlikehold på diatermi.";018100;Diatermi, universal, komplett;360080-01;21.02.2024;23.02.2025;;Cato Che Ho Mak (catmak);23.02.2022;23.02.2022;Cato Che Ho Mak (catmak);Service og Vedlikehold er ferdig utført, se vedlagt servicerapport.;"Operasjon Øst ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;4204458;"Operasjon Øst ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Operasjon Øst ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
849785;PV;Årlig service og vedlikehold;017755;Diatermi, universal, komplett;ME 402 Maxium;21.02.2024;;;Cato Che Ho Mak (catmak);23.02.2022;23.02.2022;Cato Che Ho Mak (catmak);Service og Vedlikehold er ferdig utført, se vedlagt servicerapport.;"Operasjon DK ; Dagkirurgi Hillevåg ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;4215921;"Operasjon DK ; Dagkirurgi Hillevåg ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Operasjon DK ; Dagkirurgi Hillevåg ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
849796;PV;Årlig service og  vedlikehold;017792;Diatermi, universal, komplett;Valleylab FT10;21.02.2024;;;Cato Che Ho Mak (catmak);23.02.2022;23.02.2022;Cato Che Ho Mak (catmak);Service og Vedlikehold er ferdig utført, se vedlagt servicerapport.;"Operasjon DK ; Dagkirurgi Hillevåg ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;4215921;"Operasjon DK ; Dagkirurgi Hillevåg ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Operasjon DK ; Dagkirurgi Hillevåg ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
849797;PV;"Tittel:
Covidien Force Triad FVH
Beskrivelse:
Utfører Service og Vedlikehold på diatermi.";015011;Diatermi, universal, komplett;Force Triad;22.02.2024;23.02.2025;;Cato Che Ho Mak (catmak);23.02.2022;23.02.2022;Cato Che Ho Mak (catmak);Service og Vedlikehold er ferdig utført, se vedlagt servicerapport.;"Operasjon Øst ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;4204458;"Operasjon Øst ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Operasjon Øst ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
849799;PV;Årlig service og vedlikehold.;014963;Diatermi, universal, komplett;ME 402 Maxium E;21.02.2024;01.05.2028;;Cato Che Ho Mak (catmak);23.02.2022;23.02.2022;Cato Che Ho Mak (catmak);Service og Vedlikehold er ferdig utført, se vedlagt servicerapport.;"MTI MU Beredskap ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;4204449;"Kirurgisk avdeling ; Klinikk for kirurgi, nevrologi og rehabilitering ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Kirurgisk avdeling ; Klinikk for kirurgi, nevrologi og rehabilitering ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
849800;PV;Årlig service og vedlikehold.;014962;Diatermi, universal, komplett;ME 402 Maxium E;21.02.2024;01.05.2028;;Cato Che Ho Mak (catmak);23.02.2022;23.02.2022;Cato Che Ho Mak (catmak);Service og Vedlikehold er ferdig utført, se vedlagt servicerapport.;"MTI MU Beredskap ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;4204449;"Kirurgisk avdeling ; Klinikk for kirurgi, nevrologi og rehabilitering ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Kirurgisk avdeling ; Klinikk for kirurgi, nevrologi og rehabilitering ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
849802;PV;Årlig service og vedlikehold;014961;Diatermi, universal, komplett;ME 402 Maxium E;21.02.2024;01.05.2028;;Cato Che Ho Mak (catmak);23.02.2022;23.02.2022;Cato Che Ho Mak (catmak);Service og Vedlikehold er ferdig utført, se vedlagt servicerapport.;"Operasjon DK ; Dagkirurgi Hillevåg ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;4215921;"Operasjon DK ; Dagkirurgi Hillevåg ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Operasjon DK ; Dagkirurgi Hillevåg ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
849917;PV;Utfører Elektrisk sikkerhetstest.;34391;Diatermi, universal, komplett;Vio 3;05.02.2024;;;Cato Che Ho Mak (catmak);28.02.2022;28.02.2022;Cato Che Ho Mak (catmak);Har utført elektrisk sikkerhetstest på lørdag den 26.02.22, alle tester har passert.;"Operasjon Øst ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;4204458;"Operasjon Øst ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Operasjon Øst ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
